,actionPosX1,actionPosX2,actionPosY1,actionPosY2
608,897.0,836.0,327.32,247.32
609,801.0,539.0,502.32,748.32
610,870.0,841.0,526.32,112.32
611,529.0,482.0,486.32,694.32
612,569.0,335.0,553.32,736.32
613,858.0,728.0,265.32,358.32
614,814.0,612.0,326.32,738.32
615,760.0,492.0,371.32,365.32
616,994.0,1210.0,325.32,445.32
617,901.0,937.0,535.32,653.32
618,848.0,717.0,499.32,376.32
619,612.0,140.0,423.32,584.32
620,783.0,1068.0,203.32,337.32
621,742.0,772.0,248.32,391.32
622,538.0,545.0,375.32,485.32
623,937.0,918.0,382.32,649.32
624,648.0,524.0,569.32,599.32
625,630.0,542.0,376.32,303.32
626,662.0,765.0,502.32,543.32
627,567.0,595.0,314.32,453.32
628,446.0,412.0,553.32,762.32
629,526.0,486.0,565.32,577.32
630,496.0,394.0,300.32,154.32
631,949.0,1145.0,249.32,328.32
632,927.0,1029.0,362.32,625.32
633,657.0,390.0,525.32,110.32
634,527.0,474.0,191.32,83.32
635,406.0,356.0,196.32,94.32
636,916.0,496.0,667.32,634.32
637,1041.0,986.0,172.32,92.32
638,789.0,744.0,176.32,109.32
639,389.0,514.0,250.32,512.32
640,523.0,561.0,74.32,188.32
641,268.0,215.0,325.32,412.32
642,578.0,416.0,67.32,82.32
643,270.0,338.0,135.32,217.32
644,959.0,1008.0,321.32,438.32
645,307.0,341.0,130.32,314.32
646,445.0,399.0,75.32,80.32
647,446.0,393.0,154.32,73.32
648,373.0,528.0,87.32,165.32
649,387.0,307.0,106.32,75.32
650,59.0,237.0,54.32,92.32
651,419.0,384.0,115.32,164.32
652,460.0,468.0,689.32,645.32
653,952.0,969.0,519.32,394.32
654,671.0,609.0,135.32,144.32
655,477.0,550.0,69.32,163.32
656,430.0,487.0,94.32,148.32
657,462.0,376.0,105.32,207.32
658,590.0,591.0,73.32,130.32
659,637.0,541.0,193.32,269.32
660,518.0,529.0,41.32,134.32
661,538.0,597.0,63.32,68.32
662,840.0,735.0,144.32,68.32
663,322.0,357.0,686.32,561.32
664,398.0,287.0,82.32,320.32
665,480.0,69.0,516.32,660.32
666,373.0,373.0,270.32,270.32
667,656.0,720.0,289.32,400.32
668,570.0,528.0,628.32,760.32
669,583.0,633.0,664.32,575.32
670,584.0,801.0,716.32,314.32
671,697.0,620.0,625.32,725.32
672,701.0,584.0,570.32,542.32
673,608.0,857.0,765.32,569.32
674,617.0,631.0,569.32,346.32
675,297.0,132.0,566.32,558.32
676,476.0,467.0,538.32,173.32
